,Suburb,Address,Type,Method,SellerG,CouncilArea,Regionname,Rooms,Price,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,main_lat,main_lon,station,Distance_to_Station
6418,Richmond,57 Type St,h,S,hockingstuart,Yarra City Council,Northern Metropolitan,3,1590000.0,2.6,3121.0,3.0,1.0,1.0,318.0,-37.8225,145.0096,Burnley,0.5965
6419,Rosanna,154 Grandview Gr,h,S,Fletchers,Banyule City Council,Eastern Metropolitan,4,1380000.0,11.4,3084.0,4.0,2.0,2.0,607.0,-37.7334,145.0631,Macleod,0.9508
6420,Rosanna,34 Haughton Pde,h,SP,Miles,Banyule City Council,Eastern Metropolitan,4,1150000.0,11.4,3084.0,4.0,1.0,2.0,672.0,-37.7438,145.0769,Rosanna,0.9536
6421,Rosanna,35 Thomson Dr,h,S,Barry,Banyule City Council,Eastern Metropolitan,4,1160000.0,11.4,3084.0,4.0,2.0,2.0,613.0,-37.7323,145.0692,Macleod,0.6682
6422,Rosanna,7/4 Banyule Rd,u,S,Miles,Banyule City Council,Eastern Metropolitan,2,615000.0,11.4,3084.0,2.0,1.0,1.0,190.0,-37.7437,145.0729,Rosanna,0.6033
6423,Rosanna,5 Finlayson St,h,VB,Miles,Banyule City Council,Eastern Metropolitan,3,940000.0,11.4,3084.0,3.0,2.0,2.0,581.0,-37.7399,145.0681,Rosanna,0.3736
6424,Seddon,199 Buckley St,h,PI,Village,Maribyrnong City Council,Western Metropolitan,2,665000.0,6.6,3011.0,2.0,1.0,0.0,269.0,-37.8026,144.8882,West Footscray,0.2393
6425,Seddon,29 Tennyson St,h,S,Village,Maribyrnong City Council,Western Metropolitan,3,950000.0,6.6,3011.0,3.0,1.0,0.0,220.0,-37.8077,144.8883,Middle Footscray,0.6352
6426,Seddon,4 Henry St,h,S,Village,Maribyrnong City Council,Western Metropolitan,2,1085000.0,6.6,3011.0,2.0,1.0,2.0,249.0,-37.8052,144.8879,West Footscray,0.4219
6427,Seddon,3 Walter St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,847000.0,6.6,3011.0,3.0,1.0,1.0,205.0,-37.8053,144.8967,Seddon,0.3707
6428,Seddon,68 Windsor St,h,S,hockingstuart,Maribyrnong City Council,Western Metropolitan,2,785000.0,6.6,3011.0,2.0,1.0,1.0,116.0,-37.8046,144.891,Middle Footscray,0.2344
6429,South Melbourne,20 Glover St,h,S,Greg,Port Phillip City Council,Southern Metropolitan,3,2240000.0,2.1,3205.0,3.0,2.0,1.0,197.0,-37.8395,144.9489,Southern Cross,2.369
6430,South Melbourne,28 Nelson Pl,h,PI,Marshall,Port Phillip City Council,Southern Metropolitan,3,2050000.0,2.1,3205.0,3.0,2.0,1.0,230.0,-37.8373,144.9527,Southern Cross,2.1072
6431,South Melbourne,5 Park Pl,u,VB,hockingstuart,Port Phillip City Council,Southern Metropolitan,2,650000.0,2.1,3205.0,2.0,1.0,0.0,438.0,-37.8353,144.9599,Flinders Street,1.9882
6432,South Melbourne,24B Dow St,t,S,Marshall,Port Phillip City Council,Southern Metropolitan,2,1100000.0,2.1,3205.0,2.0,1.0,1.0,327.0,-37.8351,144.964,Flinders Street,1.8842
6433,South Melbourne,27 Lyell St,h,S,WHITEFOX,Port Phillip City Council,Southern Metropolitan,3,1820000.0,2.1,3205.0,3.0,1.0,1.0,204.0,-37.8365,144.9497,Southern Cross,2.0296
6434,South Melbourne,13 Martin St,h,S,Buxton,Port Phillip City Council,Southern Metropolitan,3,1780000.0,2.1,3205.0,3.0,2.0,2.0,202.0,-37.837,144.9585,Southern Cross,2.1461
6435,South Melbourne,55 Cobden St,h,S,Williams,Port Phillip City Council,Southern Metropolitan,2,1024000.0,2.1,3205.0,2.0,1.0,0.0,102.0,-37.8355,144.9675,Flinders Street,1.9107
6436,South Melbourne,125 Napier St,h,PI,Greg,Port Phillip City Council,Southern Metropolitan,2,1150000.0,2.1,3205.0,2.0,1.0,1.0,91.0,-37.836,144.9638,Flinders Street,1.9858
6437,South Yarra,6/38 Chambers St,u,S,RT,Melbourne City Council,Southern Metropolitan,3,1320000.0,3.3,3141.0,3.0,2.0,2.0,15.0,-37.8398,144.9945,South Yarra,0.26
6438,South Yarra,14 Moore St,h,S,hockingstuart,Melbourne City Council,Southern Metropolitan,2,1214000.0,3.3,3141.0,2.0,1.0,0.0,161.0,-37.8454,144.9891,Prahran,0.4892
6439,South Yarra,9/384 Toorak Rd,u,PI,Biggin,Melbourne City Council,Southern Metropolitan,2,485000.0,3.3,3141.0,2.0,1.0,0.0,5467.0,-37.8406,145.0035,Hawksburn,0.4689
6440,South Yarra,3/555 Punt Rd,u,S,Kay,Melbourne City Council,Southern Metropolitan,2,642000.0,3.3,3141.0,2.0,1.0,1.0,595.0,-37.8422,144.9855,South Yarra,0.7418
6441,South Yarra,7 Cassell St,h,PI,Jellis,Melbourne City Council,Southern Metropolitan,2,1710000.0,3.3,3141.0,2.0,2.0,0.0,208.0,-37.8433,145.0024,Hawksburn,0.1545
6442,South Yarra,26 Howitt St,u,S,Biggin,Melbourne City Council,Southern Metropolitan,2,851000.0,3.3,3141.0,2.0,1.0,1.0,284.0,-37.8471,145.0019,Hawksburn,0.271
6443,South Yarra,30 Nicholson St,t,S,Kay,Melbourne City Council,Southern Metropolitan,3,2030000.0,3.3,3141.0,3.0,2.0,2.0,201.0,-37.8428,144.9877,South Yarra,0.6483
6444,South Yarra,9 Nicholson St,h,S,Beller,Melbourne City Council,Southern Metropolitan,2,1405000.0,3.3,3141.0,2.0,1.0,0.0,219.0,-37.8424,144.9867,South Yarra,0.6751
6445,South Yarra,13/47 Marne St,u,SP,hockingstuart,Melbourne City Council,Southern Metropolitan,1,390500.0,3.3,3141.0,1.0,1.0,0.0,775.0,-37.8354,144.984,South Yarra,0.794
6446,South Yarra,9/21 Park La,u,S,Kay,Melbourne City Council,Southern Metropolitan,3,2050000.0,3.3,3141.0,3.0,2.0,2.0,3197.0,-37.8446,144.9844,Prahran,0.7455
6447,St Kilda,5/18 Barkly St,u,SP,Buxton,Port Phillip City Council,Southern Metropolitan,1,346000.0,6.1,3182.0,1.0,1.0,1.0,678.0,-37.8585,144.983,Windsor,0.8222
6448,St Kilda,22/3 Alfred Sq,u,S,hockingstuart,Port Phillip City Council,Southern Metropolitan,1,520000.0,6.1,3182.0,1.0,1.0,1.0,2422.0,-37.8644,144.9741,Balaclava,1.8051
6449,St Kilda,11/52 Alma Rd,u,VB,hockingstuart,Port Phillip City Council,Southern Metropolitan,1,320000.0,6.1,3182.0,1.0,1.0,1.0,1036.0,-37.8607,144.9873,Windsor,0.667
6450,St Kilda,13/220 Barkly St,u,SP,Buxton,Port Phillip City Council,Southern Metropolitan,2,610500.0,6.1,3182.0,2.0,2.0,1.0,2920.0,-37.8709,144.9807,Balaclava,1.1322
6451,St Kilda,22/14 Crimea St,u,VB,hockingstuart,Port Phillip City Council,Southern Metropolitan,1,350000.0,6.1,3182.0,1.0,1.0,1.0,1236.0,-37.8585,144.9884,Windsor,0.4169
6452,St Kilda,23A Havelock St,h,S,hockingstuart,Port Phillip City Council,Southern Metropolitan,2,1120000.0,6.1,3182.0,2.0,1.0,0.0,135.0,-37.8661,144.9802,Balaclava,1.2372
6453,St Kilda,2/25 Acland St,t,S,Marshall,Port Phillip City Council,Southern Metropolitan,2,1077000.0,6.1,3182.0,2.0,1.0,1.0,455.0,-37.8636,144.9749,Windsor,1.7119
6454,St Kilda,34 Acland St,h,S,Wilson,Port Phillip City Council,Southern Metropolitan,2,1301000.0,6.1,3182.0,2.0,1.0,1.0,165.0,-37.8658,144.9774,Balaclava,1.4812
6455,St Kilda,25 Fawkner St,h,S,Marshall,Port Phillip City Council,Southern Metropolitan,2,1440000.0,6.1,3182.0,2.0,1.0,2.0,194.0,-37.8658,144.9795,Balaclava,1.3063
6456,St Kilda,63 Chapel St,h,S,Buxton,Port Phillip City Council,Southern Metropolitan,3,1361000.0,6.1,3182.0,3.0,1.0,0.0,246.0,-37.8635,144.991,Balaclava,0.7289
6457,St Kilda,11/74 Barkly St,u,S,McGrath,Port Phillip City Council,Southern Metropolitan,2,902000.0,6.1,3182.0,2.0,1.0,1.0,18.0,-37.8624,144.9823,Windsor,1.1044
6458,St Kilda,1/23 Eildon Rd,u,S,Gary,Port Phillip City Council,Southern Metropolitan,3,1190000.0,6.1,3182.0,3.0,1.0,1.0,460.0,-37.8623,144.9772,Windsor,1.4648
6459,St Kilda,5 Octavia St,h,S,hockingstuart,Port Phillip City Council,Southern Metropolitan,2,920000.0,6.1,3182.0,2.0,1.0,0.0,190.0,-37.8579,144.9844,Windsor,0.6837
6460,St Kilda,35 Wordsworth St,h,S,McGrath,Port Phillip City Council,Southern Metropolitan,4,2260000.0,6.1,3182.0,4.0,2.0,1.0,297.0,-37.8729,144.9794,Balaclava,1.2877
6461,Strathmore,18 Strathaird St,h,PI,Nelson,Moonee Valley City Council,Western Metropolitan,4,810000.0,9.7,3041.0,4.0,1.0,1.0,543.0,-37.7199,144.9044,Oak Park,1.5212
6462,Strathmore,8 Jones Ct,h,S,Considine,Moonee Valley City Council,Western Metropolitan,3,1021000.0,9.7,3041.0,3.0,2.0,2.0,371.0,-37.7229,144.9055,Oak Park,1.5101
6463,Strathmore,12 Loeman St,t,S,Frank,Moonee Valley City Council,Western Metropolitan,3,925000.0,9.7,3041.0,3.0,3.0,1.0,555.0,-37.7345,144.9228,Pascoe Vale,0.6313
6464,Strathmore,186 Mascoma St,h,SP,Brad,Moonee Valley City Council,Western Metropolitan,5,910000.0,9.7,3041.0,5.0,2.0,2.0,533.0,-37.7189,144.9044,Oak Park,1.5101
6465,Strathmore,221 Mascoma St,h,VB,Nelson,Moonee Valley City Council,Western Metropolitan,3,900000.0,9.7,3041.0,3.0,1.0,2.0,531.0,-37.7192,144.9045,Oak Park,1.5038
6466,Strathmore,1 Lebanon St,h,SP,Jellis,Moonee Valley City Council,Western Metropolitan,3,995000.0,9.7,3041.0,3.0,2.0,3.0,653.0,-37.7296,144.9225,Pascoe Vale,0.517
6467,Strathmore,68 Willonga St,h,SP,Brad,Moonee Valley City Council,Western Metropolitan,5,1150000.0,9.7,3041.0,5.0,2.0,2.0,702.0,-37.7253,144.9146,Oak Park,1.0112
6468,Sunshine,54 Ardoyne St,h,S,Douglas,Brimbank City Council,Western Metropolitan,3,940000.0,12.6,3020.0,3.0,2.0,2.0,572.0,-37.7966,144.8256,Sunshine,1.1382
6469,Sunshine,138 Devonshire Rd,h,S,YPA,Brimbank City Council,Western Metropolitan,4,726000.0,12.6,3020.0,4.0,2.0,0.0,567.0,-37.7866,144.8458,Sunshine,1.1924
6470,Sunshine,10 Dundalk St,h,S,Barry,Brimbank City Council,Western Metropolitan,3,651500.0,12.6,3020.0,3.0,1.0,1.0,555.0,-37.7988,144.822,Sunshine,1.5183
6471,Sunshine,2 Islington St,h,S,Douglas,Brimbank City Council,Western Metropolitan,4,970000.0,12.6,3020.0,4.0,1.0,4.0,615.0,-37.785,144.8383,Sunshine,0.6134
6472,Sunshine,3 Mellor St,h,S,Douglas,Brimbank City Council,Western Metropolitan,3,841000.0,12.6,3020.0,3.0,1.0,2.0,557.0,-37.7811,144.8373,Sunshine,0.8688
6473,Sunshine,69 Duke St,h,S,Village,Brimbank City Council,Western Metropolitan,3,710000.0,12.6,3020.0,3.0,1.0,0.0,483.0,-37.7875,144.8456,Sunshine,1.1673
6474,Sunshine,73 Monash St,h,PI,FN,Brimbank City Council,Western Metropolitan,3,840000.0,12.6,3020.0,3.0,1.0,1.0,462.0,-37.7894,144.8383,Sunshine,0.5527
6475,Sunshine,115 Wright St,h,S,Douglas,Brimbank City Council,Western Metropolitan,3,660000.0,12.6,3020.0,3.0,2.0,2.0,660.0,-37.7954,144.8246,Sunshine,1.0795
6476,Sunshine,10 Yewers St,h,S,FN,Brimbank City Council,Western Metropolitan,3,692000.0,12.6,3020.0,3.0,1.0,1.0,485.0,-37.7868,144.8428,Sunshine,0.928
6477,Sunshine North,25 Lincoln St,h,S,Douglas,Brimbank City Council,Western Metropolitan,3,830000.0,13.3,3020.0,3.0,1.0,2.0,608.0,-37.7743,144.8446,Albion,1.7875
6478,Sunshine North,19 Plymouth Cl,h,S,Douglas,Brimbank City Council,Western Metropolitan,3,600000.0,13.3,3020.0,3.0,1.0,2.0,465.0,-37.7549,144.8304,Ginifer,1.849
6479,Sunshine North,25 Downing St,h,S,Douglas,Brimbank City Council,Western Metropolitan,3,718000.0,13.3,3020.0,3.0,1.0,2.0,551.0,-37.771,144.8389,Albion,1.4503
6480,Sunshine North,3 Belmore Rd,h,S,Douglas,Brimbank City Council,Western Metropolitan,4,775000.0,13.3,3020.0,4.0,1.0,2.0,665.0,-37.7662,144.8383,Albion,1.7463
6481,Sunshine North,90 McIntyre Rd,h,PI,Douglas,Brimbank City Council,Western Metropolitan,3,490000.0,13.3,3020.0,3.0,1.0,1.0,546.0,-37.7676,144.8307,Albion,1.2359
6482,Sunshine West,32 Killara St,h,S,Barry,Brimbank City Council,Western Metropolitan,3,716000.0,13.5,3020.0,3.0,1.0,1.0,534.0,-37.7886,144.821,Sunshine,0.9986
6483,Sunshine West,7 Foxcroft Ct,h,S,Barry,Brimbank City Council,Western Metropolitan,3,511000.0,13.5,3020.0,3.0,2.0,2.0,519.0,-37.7997,144.7968,Sunshine,3.3881
6484,Sunshine West,1/10 Fremont Pde,h,SP,Brad,Brimbank City Council,Western Metropolitan,4,515000.0,13.5,3020.0,4.0,2.0,2.0,332.0,-37.7962,144.8064,Sunshine,2.4599
6485,Sunshine West,27 Warmington Rd,h,S,Barry,Brimbank City Council,Western Metropolitan,3,530000.0,13.5,3020.0,3.0,1.0,1.0,573.0,-37.8017,144.8258,Sunshine,1.6432
6486,Sunshine West,91 Hilma St,h,S,Bells,Brimbank City Council,Western Metropolitan,4,685000.0,13.5,3020.0,4.0,2.0,2.0,572.0,-37.7912,144.7979,Albion,2.7963
6487,Sunshine West,13 Murray St,h,PI,Douglas,Brimbank City Council,Western Metropolitan,3,700000.0,13.5,3020.0,3.0,1.0,2.0,701.0,-37.7889,144.8047,Albion,2.1577
6488,Sunshine West,133 David Dr,t,S,Bells,Brimbank City Council,Western Metropolitan,3,521000.0,13.5,3020.0,3.0,3.0,2.0,134.0,-37.79,144.7886,Albion,3.4575
6489,Sunshine West,100 Links St,h,S,GL,Brimbank City Council,Western Metropolitan,3,571000.0,13.5,3020.0,3.0,1.0,1.0,757.0,-37.7845,144.8088,Albion,1.5919
6490,Sunshine West,7 The Mews,h,SP,S&L,Brimbank City Council,Western Metropolitan,3,710000.0,13.5,3020.0,3.0,1.0,4.0,990.0,-37.7928,144.8068,Albion,2.305
6491,Surrey Hills,3/700 Canterbury Rd,u,S,Ham,Boroondara City Council,Southern Metropolitan,2,682000.0,11.2,3127.0,2.0,1.0,2.0,119.0,-37.8271,145.1032,Surrey Hills,0.5246
6492,Surrey Hills,2/35 Boisdale St,u,S,Fletchers,Boroondara City Council,Southern Metropolitan,2,825000.0,11.2,3127.0,2.0,1.0,2.0,180.0,-37.8351,145.103,Surrey Hills,1.2866
6493,Surrey Hills,61 Broughton Rd,h,S,Fletchers,Boroondara City Council,Southern Metropolitan,3,1525000.0,11.2,3127.0,3.0,2.0,2.0,347.0,-37.8323,145.105,Surrey Hills,1.0737
6494,Surrey Hills,18 Empress Rd,h,SP,Jellis,Boroondara City Council,Southern Metropolitan,2,1260000.0,11.2,3127.0,2.0,1.0,0.0,269.0,-37.8201,145.0887,Chatham,0.4648
6495,Surrey Hills,29 Weybridge St,h,S,Marshall,Boroondara City Council,Southern Metropolitan,4,2360000.0,11.2,3127.0,4.0,2.0,2.0,764.0,-37.818,145.0946,Surrey Hills,0.7609
6496,Surrey Hills,1/6 Blackburn St,h,SP,Fletchers,Boroondara City Council,Southern Metropolitan,2,1250000.0,11.2,3127.0,2.0,2.0,1.0,323.0,-37.823,145.0993,Surrey Hills,0.1308
6497,Surrey Hills,26 Everton Gr,h,S,Noel,Boroondara City Council,Southern Metropolitan,4,1490000.0,11.2,3127.0,4.0,1.0,4.0,605.0,-37.8292,145.1053,Surrey Hills,0.8183
6498,Surrey Hills,6A Thistle St,h,PI,Marshall,Boroondara City Council,Southern Metropolitan,4,1600000.0,11.2,3127.0,4.0,1.0,2.0,600.0,-37.8327,145.0976,Surrey Hills,0.9657
6499,Surrey Hills,68 Weybridge St,h,S,Kay,Boroondara City Council,Southern Metropolitan,3,1652000.0,11.2,3127.0,3.0,2.0,2.0,368.0,-37.8176,145.0882,Chatham,0.745
6500,Surrey Hills,8 Durham Rd,h,PI,Jellis,Boroondara City Council,Southern Metropolitan,4,2370000.0,11.2,3127.0,4.0,3.0,2.0,773.0,-37.8263,145.0911,Chatham,0.2953
6501,Templestowe Lower,2/92 Foote St,t,PI,Jellis,Manningham City Council,Eastern Metropolitan,3,940000.0,13.8,3107.0,3.0,2.0,3.0,281.0,-37.7586,145.1211,Montmorency,4.8152
6502,Templestowe Lower,6 Jean St,h,S,Noel,Manningham City Council,Eastern Metropolitan,3,1503500.0,13.8,3107.0,3.0,1.0,1.0,907.0,-37.7628,145.1185,Heidelberg,5.1
6503,Templestowe Lower,8 Esther St,t,VB,hockingstuart,Manningham City Council,Eastern Metropolitan,3,950000.0,13.8,3107.0,3.0,2.0,2.0,306.0,-37.7658,145.1014,Heidelberg,3.6856
6504,Templestowe Lower,4 Michael St,h,S,Barry,Manningham City Council,Eastern Metropolitan,3,1370000.0,13.8,3107.0,3.0,1.0,2.0,743.0,-37.7703,145.1086,Heidelberg,4.4385
6505,Templestowe Lower,5 Fran Ct,h,SP,Parkes,Manningham City Council,Eastern Metropolitan,4,1181000.0,13.8,3107.0,4.0,2.0,2.0,805.0,-37.7565,145.1067,Rosanna,3.8764
6506,Templestowe Lower,21 Rooney St,h,S,Barry,Manningham City Council,Eastern Metropolitan,3,1385000.0,13.8,3107.0,3.0,1.0,2.0,745.0,-37.769,145.1108,Heidelberg,4.5779
6507,Templestowe Lower,258 Thompsons Rd,h,S,Philip,Manningham City Council,Eastern Metropolitan,3,1180000.0,13.8,3107.0,3.0,1.0,3.0,655.0,-37.7685,145.1026,Heidelberg,3.8746
6508,Templestowe Lower,254 Thompsons Rd,h,S,Ray,Manningham City Council,Eastern Metropolitan,4,1302000.0,13.8,3107.0,4.0,2.0,2.0,650.0,-37.7686,145.1023,Heidelberg,3.8534
6509,Thornbury,177 Raleigh St,h,S,McGrath,Darebin City Council,Northern Metropolitan,3,1750000.0,6.5,3071.0,3.0,1.0,3.0,712.0,-37.7598,145.0118,Thornbury,1.277
6510,Thornbury,129 Collins St,h,S,Love,Darebin City Council,Northern Metropolitan,3,1345000.0,6.5,3071.0,3.0,2.0,4.0,584.0,-37.7555,145.0152,Thornbury,1.4624
6511,Thornbury,104 Mansfield St,h,S,Miles,Darebin City Council,Northern Metropolitan,3,1080000.0,6.5,3071.0,3.0,1.0,1.0,408.0,-37.7573,145.0083,Thornbury,0.8908
6512,Thornbury,145 Shaftesbury Pde,h,S,Love,Darebin City Council,Northern Metropolitan,3,1195000.0,6.5,3071.0,3.0,1.0,2.0,463.0,-37.7593,144.9885,Croxton,0.9098
6513,Thornbury,9 Ethel St,t,S,buyMyplace,Darebin City Council,Northern Metropolitan,3,865000.0,6.5,3071.0,3.0,2.0,2.0,194.0,-37.7538,144.9991,Thornbury,0.1462
6514,Thornbury,107 Hutton St,h,PI,Woodards,Darebin City Council,Northern Metropolitan,3,1100000.0,6.5,3071.0,3.0,2.0,1.0,359.0,-37.7551,144.9916,Thornbury,0.6133
6515,Thornbury,221 Mansfield St,h,S,Jellis,Darebin City Council,Northern Metropolitan,4,1635000.0,6.5,3071.0,4.0,2.0,2.0,464.0,-37.7579,145.0169,Thornbury,1.6418
6516,Thornbury,35D Clapham St,h,S,Nelson,Darebin City Council,Northern Metropolitan,3,1346000.0,6.5,3071.0,3.0,2.0,2.0,349.0,-37.7544,144.998,Thornbury,0.0881
6517,Thornbury,171 Mansfield St,h,S,Jellis,Darebin City Council,Northern Metropolitan,3,1130000.0,6.5,3071.0,3.0,1.0,1.0,381.0,-37.7575,145.0128,Thornbury,1.2799
6518,Thornbury,292 Rathmines St,h,PI,Jellis,Darebin City Council,Northern Metropolitan,3,1275000.0,6.5,3071.0,3.0,1.0,2.0,517.0,-37.7638,145.0182,Fairfield,1.7153
6519,Thornbury,10 Speight St,h,S,Woodards,Darebin City Council,Northern Metropolitan,3,1200000.0,6.5,3071.0,3.0,1.0,1.0,447.0,-37.7622,145.0074,Croxton,0.924
6520,Thornbury,140 Dundas St,h,S,Love,Darebin City Council,Northern Metropolitan,2,915000.0,6.5,3071.0,2.0,1.0,1.0,502.0,-37.7541,145.016,Thornbury,1.5355
6521,Thornbury,199 Mansfield St,u,SP,McGrath,Darebin City Council,Northern Metropolitan,1,300000.0,6.5,3071.0,1.0,1.0,1.0,948.0,-37.7577,145.0151,Thornbury,1.4823
6522,Thornbury,1/44 Hammond St,u,SP,McGrath,Darebin City Council,Northern Metropolitan,3,880000.0,6.5,3071.0,3.0,1.0,2.0,242.0,-37.7639,145.0135,Croxton,1.4417
6523,Thornbury,58 Leinster Gr,t,S,Jellis,Darebin City Council,Northern Metropolitan,2,960000.0,6.5,3071.0,2.0,2.0,2.0,158.0,-37.7587,144.9881,Croxton,0.9769
6524,Thornbury,5 Shaftesbury Pde,h,S,Nelson,Darebin City Council,Northern Metropolitan,2,1260000.0,6.5,3071.0,2.0,1.0,0.0,317.0,-37.7606,144.9995,Croxton,0.4189
6525,Thornbury,68 Wilmoth St,h,SP,McGrath,Darebin City Council,Northern Metropolitan,2,1100000.0,6.5,3071.0,3.0,1.0,1.0,330.0,-37.7629,145.0165,Croxton,1.7087
6526,Viewbank,8 Graham Rd,h,VB,Miles,Banyule City Council,Eastern Metropolitan,3,810000.0,13.8,3084.0,3.0,1.0,1.0,667.0,-37.743,145.0839,Rosanna,1.5635
6527,Viewbank,23 Kuranga Rd,h,S,Miles,Banyule City Council,Eastern Metropolitan,4,1140000.0,13.8,3084.0,4.0,2.0,4.0,863.0,-37.7317,145.0952,Macleod,2.3723
6528,Viewbank,6 Dawn Ct,h,S,Nelson,Banyule City Council,Eastern Metropolitan,4,1003000.0,13.8,3084.0,4.0,2.0,2.0,619.0,-37.7355,145.0928,Macleod,2.3217
6529,Viewbank,9 Rockaway Dr,h,PI,Fletchers,Banyule City Council,Eastern Metropolitan,4,1155000.0,13.8,3084.0,4.0,2.0,3.0,780.0,-37.7308,145.0932,Macleod,2.1774
6530,Watsonia,60 Orana Dr,h,S,Barry,Banyule City Council,Northern Metropolitan,3,880000.0,14.9,3087.0,3.0,1.0,4.0,555.0,-37.713,145.0894,Watsonia,0.5586
6531,Watsonia,5 Regis Ct,h,S,Barry,Banyule City Council,Northern Metropolitan,5,826000.0,14.9,3087.0,5.0,1.0,2.0,545.0,-37.705,145.0825,Watsonia,0.7137
6532,Watsonia,12 Black St,h,S,Barry,Banyule City Council,Northern Metropolitan,4,952000.0,14.9,3087.0,4.0,2.0,2.0,729.0,-37.711,145.081,Watsonia,0.2144
6533,Watsonia,2/42 Wattle Dr,h,S,Buckingham,Banyule City Council,Northern Metropolitan,3,677500.0,14.9,3087.0,3.0,1.0,2.0,245.0,-37.716,145.0769,Watsonia,0.7679
6534,Watsonia,25 Bungay St,h,S,LJ,Banyule City Council,Northern Metropolitan,4,761000.0,14.9,3087.0,4.0,1.0,2.0,696.0,-37.7054,145.0809,Watsonia,0.7001
6535,Watsonia,8 Castlereagh Pl,h,SP,Barry,Banyule City Council,Northern Metropolitan,3,715000.0,14.9,3087.0,3.0,1.0,2.0,312.0,-37.7031,145.0773,Watsonia,1.0652
6536,Watsonia,5 Daours Ct,h,S,Miles,Banyule City Council,Northern Metropolitan,4,932500.0,14.9,3087.0,4.0,2.0,2.0,585.0,-37.7154,145.0777,Watsonia,0.671
6537,Watsonia,25 High St,h,S,Barry,Banyule City Council,Northern Metropolitan,3,895000.0,14.9,3087.0,3.0,1.0,2.0,775.0,-37.7075,145.0807,Watsonia,0.492
6538,West Footscray,61 Clive St,h,S,Village,Maribyrnong City Council,Western Metropolitan,4,1435000.0,8.2,3012.0,4.0,2.0,2.0,523.0,-37.798,144.8728,Tottenham,0.8768
6539,West Footscray,6/350 Somerville Rd,h,S,Sweeney,Maribyrnong City Council,Western Metropolitan,2,502000.0,8.2,3012.0,2.0,1.0,1.0,2701.0,-37.8109,144.8684,Tottenham,1.3806
6540,West Footscray,2/663 Barkly St,u,SP,Jas,Maribyrnong City Council,Western Metropolitan,3,580000.0,8.2,3012.0,2.0,1.0,0.0,183.0,-37.7968,144.8708,Tottenham,0.7419
6541,West Footscray,4/667 Barkly St,u,S,Burnham,Maribyrnong City Council,Western Metropolitan,1,375000.0,8.2,3012.0,1.0,1.0,1.0,60.0,-37.7971,144.8703,Tottenham,0.689
6542,West Footscray,17 Braid St,h,VB,Sweeney,Maribyrnong City Council,Western Metropolitan,2,650000.0,8.2,3012.0,2.0,1.0,1.0,452.0,-37.804,144.8772,West Footscray,0.7798
6543,West Footscray,17/24 Dongola Rd,t,S,McGrath,Maribyrnong City Council,Western Metropolitan,3,815000.0,8.2,3012.0,3.0,1.0,2.0,203.0,-37.7928,144.8811,West Footscray,1.0826
6544,West Footscray,10 Neil St,h,PI,Biggin,Maribyrnong City Council,Western Metropolitan,4,970000.0,8.2,3012.0,4.0,1.0,2.0,528.0,-37.7969,144.8647,Tottenham,0.3038
6545,West Footscray,15 Rupert St,h,S,hockingstuart,Maribyrnong City Council,Western Metropolitan,4,1325000.0,8.2,3012.0,4.0,2.0,4.0,525.0,-37.7994,144.8763,West Footscray,0.8653
6546,West Footscray,25 Tucker St,h,S,Biggin,Maribyrnong City Council,Western Metropolitan,3,890000.0,8.2,3012.0,3.0,1.0,3.0,334.0,-37.7916,144.8762,West Footscray,1.4099
6547,West Footscray,16 Dove St,h,S,hockingstuart,Maribyrnong City Council,Western Metropolitan,3,900000.0,8.2,3012.0,3.0,1.0,0.0,218.0,-37.7963,144.8801,West Footscray,0.7863
6548,West Footscray,4/38 Hampton Pde,u,S,Sweeney,Maribyrnong City Council,Western Metropolitan,2,266000.0,8.2,3012.0,2.0,1.0,1.0,1059.0,-37.8062,144.8665,Tottenham,0.8329
6549,West Footscray,16 Hope St,h,PI,Burnham,Maribyrnong City Council,Western Metropolitan,3,830000.0,8.2,3012.0,3.0,1.0,0.0,370.0,-37.7916,144.8715,Tottenham,1.1354
6550,West Footscray,91 Suffolk St,h,PI,Sweeney,Maribyrnong City Council,Western Metropolitan,2,888000.0,8.2,3012.0,2.0,1.0,2.0,401.0,-37.7903,144.8703,Tottenham,1.1869
6551,West Footscray,106 Summerhill Rd,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,1040000.0,8.2,3012.0,3.0,1.0,1.0,330.0,-37.7961,144.8815,West Footscray,0.7359
6552,West Footscray,4/624 Barkly St,u,S,Village,Maribyrnong City Council,Western Metropolitan,2,490000.0,8.2,3012.0,2.0,1.0,1.0,117.0,-37.7968,144.8735,Tottenham,0.9665
6553,West Footscray,1 Dongola Rd,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,935000.0,8.2,3012.0,3.0,1.0,2.0,325.0,-37.7922,144.8818,West Footscray,1.1249
6554,West Footscray,14 Stanhope St,h,S,Jas,Maribyrnong City Council,Western Metropolitan,3,975000.0,8.2,3012.0,3.0,1.0,0.0,318.0,-37.7955,144.8713,Tottenham,0.8443
6555,Williamstown,44 Electra St,h,SP,Greg,Hobsons Bay City Council,Western Metropolitan,4,2165000.0,8.0,3016.0,4.0,2.0,2.0,450.0,-37.861,144.8985,Williamstown Beach,0.4795
